time,P,I,D,ds,left speed,right speed
1086,-0.009545,-0.000025,-0.233310,-0.242881,1.757119,2.242881
1087,-0.054545,-0.000029,-0.105469,-0.160043,1.839957,2.160043
1088,0.015000,-0.000028,0.162997,0.177969,2.177969,1.822031
1089,-0.005455,-0.000028,-0.047940,-0.053423,1.946577,2.053423
1090,-0.055909,-0.000032,-0.118253,-0.174194,1.825806,2.174194
1091,0.113182,-0.000025,0.396307,0.509464,2.509464,1.490536
1092,0.070909,-0.000020,-0.099077,-0.028188,1.971812,2.028188
1093,0.143182,-0.000011,0.169389,0.312560,2.312560,1.687440
1094,0.000000,-0.000011,-0.335582,-0.335593,1.664407,2.335593
1095,0.000000,-0.000011,0.000000,-0.000011,1.999989,2.000011
1096,0.077727,-0.000006,0.182173,0.259895,2.259895,1.740105
1097,-0.043636,-0.000009,-0.284446,-0.328091,1.671909,2.328091
1098,0.015000,-0.000008,0.137429,0.152421,2.152421,1.847579
1099,-0.069545,-0.000012,-0.198153,-0.267711,1.732289,2.267711
1100,0.009545,-0.000012,0.185369,0.194903,2.194903,1.805097
1101,0.049091,-0.000008,0.092685,0.141767,2.141767,1.858233
1102,-0.032727,-0.000011,-0.191761,-0.224499,1.775501,2.224499
1103,0.038182,-0.000008,0.166193,0.204367,2.204367,1.795633
1104,0.051818,-0.000005,0.031960,0.083774,2.083774,1.916226
1105,-0.040909,-0.000007,-0.217330,-0.258246,1.741754,2.258246
1106,-0.051818,-0.000011,-0.025568,-0.077397,1.922603,2.077397
1107,0.098182,-0.000004,0.351563,0.449740,2.449740,1.550260
1108,-0.020455,-0.000006,-0.278054,-0.298514,1.701486,2.298514
1109,0.085909,-0.000000,0.249290,0.335199,2.335199,1.664801
1110,0.051818,0.000003,-0.079901,-0.028079,1.971921,2.028079
1111,0.035455,0.000005,-0.038352,-0.002892,1.997108,2.002892
1112,0.005455,0.000006,-0.070313,-0.064852,1.935148,2.064852
1130,-0.272727,-0.000012,-0.651989,-0.924728,1.075272,2.924728
1131,-0.160909,-0.000022,0.262074,0.101143,2.101143,1.898857
1132,-0.124091,-0.000030,0.086293,-0.037828,1.962172,2.037828
1133,-0.195000,-0.000043,-0.166193,-0.361236,1.638764,2.361236
1134,-0.199091,-0.000055,-0.009588,-0.208734,1.791266,2.208734
1135,-0.087273,-0.000061,0.262074,0.174740,2.174740,1.825260
1136,0.043636,-0.000058,0.306818,0.350397,2.350397,1.649603
1137,0.049091,-0.000055,0.012784,0.061820,2.061820,1.938180
1138,0.039545,-0.000052,-0.022372,0.017121,2.017121,1.982879
1139,0.028636,-0.000051,-0.025568,0.003018,2.003018,1.996982
1140,-0.042273,-0.000053,-0.166193,-0.208519,1.791481,2.208519
1141,0.054545,-0.000050,0.226918,0.281413,2.281413,1.718587
1142,-0.025909,-0.000051,-0.188565,-0.214526,1.785474,2.214526
1143,0.066818,-0.000047,0.217330,0.284101,2.284101,1.715899
1144,0.196364,-0.000035,0.303622,0.499951,2.499951,1.500049
1145,0.060000,-0.000031,-0.319602,-0.259633,1.740367,2.259633
1146,0.068182,-0.000026,0.019176,0.087332,2.087332,1.912668
1147,0.143182,-0.000017,0.175781,0.318946,2.318946,1.681054
1148,0.148636,-0.000008,0.012784,0.161413,2.161413,1.838587
1149,0.133636,0.000001,-0.035156,0.098481,2.098481,1.901519
1150,0.129545,0.000009,-0.009588,0.119967,2.119967,1.880033
1151,0.107727,0.000016,-0.051136,0.056607,2.056607,1.943393
1152,0.030000,0.000018,-0.182173,-0.152155,1.847845,2.152155
1153,0.178636,0.000029,0.348366,0.527032,2.527032,1.472968
1154,0.027273,0.000031,-0.354759,-0.327455,1.672545,2.327455
1155,0.133636,0.000040,0.249290,0.382966,2.382966,1.617034
1156,0.038182,0.000042,-0.223722,-0.185498,1.814502,2.185498
1157,-0.031364,0.000040,-0.162997,-0.194321,1.805679,2.194321
1158,0.100909,0.000047,0.310014,0.410970,2.410970,1.589030
1159,0.066818,0.000051,-0.079901,-0.013032,1.986968,2.013032
1160,0.016364,0.000052,-0.118253,-0.101837,1.898163,2.101837
1161,-0.027273,0.000050,-0.102273,-0.129495,1.870505,2.129495
1162,0.053182,0.000054,0.188565,0.241801,2.241801,1.758199
1163,-0.025909,0.000052,-0.185369,-0.211226,1.788774,2.211226
1164,0.121364,0.000060,0.345170,0.466594,2.466594,1.533406
1165,-0.061364,0.000056,-0.428267,-0.489575,1.510425,2.489575
1166,0.004091,0.000056,0.153409,0.157556,2.157556,1.842444
1167,-0.049091,0.000053,-0.124645,-0.173683,1.826317,2.173683
1168,0.069545,0.000057,0.278054,0.347657,2.347657,1.652343
1169,-0.081818,0.000052,-0.354759,-0.436525,1.563475,2.436525
1170,0.047727,0.000055,0.303622,0.351405,2.351405,1.648595
1171,0.070909,0.000060,0.054332,0.125301,2.125301,1.874699
1172,-0.100909,0.000053,-0.402699,-0.503555,1.496445,2.503555
1173,0.081818,0.000058,0.428267,0.510144,2.510144,1.489856
1174,-0.132273,0.000050,-0.501776,-0.633998,1.366002,2.633998
1175,0.038182,0.000052,0.399503,0.437737,2.437737,1.562263
1176,-0.032727,0.000050,-0.166193,-0.198870,1.801130,2.198870
1177,-0.080455,0.000045,-0.111861,-0.192270,1.807730,2.192270
1178,0.009545,0.000046,0.210938,0.220529,2.220529,1.779471
1179,-0.068182,0.000041,-0.182173,-0.250314,1.749686,2.250314
1180,0.036818,0.000044,0.246094,0.282956,2.282956,1.717044
1181,-0.151364,0.000034,-0.441051,-0.592381,1.407619,2.592381
1182,0.040909,0.000037,0.450639,0.491585,2.491585,1.508415
1183,-0.066818,0.000032,-0.252486,-0.319272,1.680728,2.319272
1184,-0.062727,0.000028,0.009588,-0.053111,1.946889,2.053111
1185,-0.010909,0.000028,0.121449,0.110568,2.110568,1.889432
1186,0.021818,0.000029,0.076705,0.098552,2.098552,1.901448
1187,0.030000,0.000031,0.019176,0.049207,2.049207,1.950793
1188,-0.039545,0.000029,-0.162997,-0.202514,1.797486,2.202514
1189,0.079091,0.000034,0.278054,0.357178,2.357178,1.642822
1190,-0.113182,0.000026,-0.450639,-0.563795,1.436205,2.563795
1191,0.000000,0.000026,0.265270,0.265296,2.265296,1.734704
1192,-0.013636,0.000025,-0.031960,-0.045571,1.954429,2.045571
1193,-0.047727,0.000022,-0.079901,-0.127605,1.872395,2.127605
1194,0.095455,0.000029,0.335582,0.431065,2.431065,1.568935
1195,-0.027273,0.000027,-0.287642,-0.314888,1.685112,2.314888
1196,0.004091,0.000027,0.073509,0.077626,2.077626,1.922374
1197,-0.015000,0.000026,-0.044744,-0.059718,1.940282,2.059718
1198,-0.015000,0.000025,0.000000,-0.014975,1.985025,2.014975
1199,0.024545,0.000027,0.092685,0.117257,2.117257,1.882743
1200,0.004091,0.000027,-0.047940,-0.043822,1.956178,2.043822
1201,0.030000,0.000029,0.060724,0.090753,2.090753,1.909247
1202,0.001364,0.000029,-0.067116,-0.065724,1.934276,2.065724
1203,0.057273,0.000033,0.131037,0.188342,2.188342,1.811658
1204,0.084545,0.000038,0.063920,0.148504,2.148504,1.851496
1205,0.090000,0.000044,0.012784,0.102828,2.102828,1.897172
1206,-0.069545,0.000039,-0.373935,-0.443441,1.556559,2.443441
1207,-0.010909,0.000039,0.137429,0.126559,2.126559,1.873441
1208,-0.028636,0.000037,-0.041548,-0.070148,1.929852,2.070148
1209,0.005455,0.000037,0.079901,0.085392,2.085392,1.914608
1210,-0.069545,0.000033,-0.175781,-0.245294,1.754706,2.245294
1211,0.015000,0.000034,0.198153,0.213187,2.213187,1.786813
1212,-0.025909,0.000032,-0.095881,-0.121758,1.878242,2.121758
1213,0.051818,0.000035,0.182173,0.234027,2.234027,1.765973
1214,0.072273,0.000040,0.047940,0.120253,2.120253,1.879747
1215,-0.152727,0.000030,-0.527344,-0.680041,1.319959,2.680041
1216,0.027273,0.000032,0.421875,0.449180,2.449180,1.550820
1217,0.088636,0.000038,0.143821,0.232495,2.232495,1.767505
1218,0.035455,0.000040,-0.124645,-0.089150,1.910850,2.089150
1219,0.061364,0.000044,0.060724,0.122132,2.122132,1.877868
1220,-0.042273,0.000041,-0.242898,-0.285129,1.714871,2.285129
1221,-0.083182,0.000036,-0.095881,-0.179027,1.820973,2.179027
1222,0.070909,0.000040,0.361151,0.432100,2.432100,1.567900
1223,-0.092727,0.000034,-0.383523,-0.476216,1.523784,2.476216
1224,0.009545,0.000035,0.239702,0.249282,2.249282,1.750718
1225,0.085909,0.000040,0.178977,0.264927,2.264927,1.735073
1226,0.045000,0.000043,-0.095881,-0.050837,1.949163,2.050837
1227,-0.034091,0.000041,-0.185369,-0.219419,1.780581,2.219419
1228,0.092727,0.000047,0.297230,0.390005,2.390005,1.609995
1229,0.005455,0.000047,-0.204545,-0.199043,1.800957,2.199043
1230,-0.109091,0.000040,-0.268466,-0.377516,1.622484,2.377516
1231,-0.054545,0.000037,0.127841,0.073332,2.073332,1.926668
1232,-0.012273,0.000036,0.099077,0.086840,2.086840,1.913160
1233,-0.042273,0.000034,-0.070313,-0.112552,1.887448,2.112552
1234,0.027273,0.000035,0.162997,0.190305,2.190305,1.809695
1235,-0.024545,0.000034,-0.121449,-0.145961,1.854039,2.145961
1236,0.024545,0.000035,0.115057,0.139638,2.139638,1.860362
1237,-0.005455,0.000035,-0.070313,-0.075732,1.924268,2.075732
1238,-0.060000,0.000031,-0.127841,-0.187810,1.812190,2.187810
1239,-0.054545,0.000028,0.012784,-0.041734,1.958266,2.041734
1240,0.100909,0.000034,0.364347,0.465290,2.465290,1.534710
1241,0.094091,0.000040,-0.015980,0.078151,2.078151,1.921849
1242,0.050455,0.000043,-0.102273,-0.051775,1.948225,2.051775
1243,-0.073636,0.000039,-0.290838,-0.364436,1.635564,2.364436
1244,-0.049091,0.000035,0.057528,0.008473,2.008473,1.991527
1245,0.065455,0.000040,0.268466,0.333960,2.333960,1.666040
1246,-0.090000,0.000034,-0.364347,-0.454313,1.545687,2.454313
1247,-0.058636,0.000030,0.073509,0.014902,2.014902,1.985098
1248,0.053182,0.000034,0.262074,0.315289,2.315289,1.684711
1249,-0.024545,0.000032,-0.182173,-0.206687,1.793313,2.206687
1250,-0.005455,0.000032,0.044744,0.039321,2.039321,1.960679
1251,0.015000,0.000033,0.047940,0.062973,2.062973,1.937027
1252,0.060000,0.000036,0.105469,0.165505,2.165505,1.834495
1253,-0.046364,0.000033,-0.249290,-0.295620,1.704380,2.295620
1254,-0.031364,0.000031,0.035156,0.003824,2.003824,1.996176
1255,-0.083182,0.000026,-0.121449,-0.204605,1.795395,2.204605
1256,-0.005455,0.000026,0.182173,0.176744,2.176744,1.823256
1257,0.046364,0.000029,0.121449,0.167841,2.167841,1.832159
1258,0.064091,0.000033,0.041548,0.105672,2.105672,1.894328
1259,-0.006818,0.000032,-0.166193,-0.172979,1.827021,2.172979
1260,-0.025909,0.000031,-0.044744,-0.070623,1.929377,2.070623
1261,0.017727,0.000032,0.102273,0.120032,2.120032,1.879968
1262,-0.072273,0.000027,-0.210938,-0.283183,1.716817,2.283183
1263,0.036818,0.000030,0.255682,0.292530,2.292530,1.707470
1264,0.079091,0.000035,0.099077,0.178202,2.178202,1.821798
1265,-0.111818,0.000027,-0.447443,-0.559234,1.440766,2.559234
1266,0.073636,0.000032,0.434659,0.508328,2.508328,1.491672
1267,-0.013636,0.000031,-0.204545,-0.218150,1.781850,2.218150
1268,-0.013636,0.000030,0.000000,-0.013606,1.986394,2.013606
1269,0.087273,0.000036,0.236506,0.323814,2.323814,1.676186
1270,-0.045000,0.000033,-0.310014,-0.354981,1.645019,2.354981
1271,-0.092727,0.000027,-0.111861,-0.204561,1.795439,2.204561
1272,-0.027273,0.000025,0.153409,0.126162,2.126162,1.873838
1273,0.061364,0.000029,0.207741,0.269135,2.269135,1.730865
1274,0.004091,0.000030,-0.134233,-0.130112,1.869888,2.130112
1275,0.023182,0.000031,0.044744,0.067957,2.067957,1.932043
1276,0.047727,0.000034,0.057528,0.105290,2.105290,1.894710
1277,0.020455,0.000036,-0.063920,-0.043430,1.956570,2.043430
1278,0.005455,0.000036,-0.035156,-0.029666,1.970334,2.029666
1279,0.032727,0.000038,0.063920,0.096686,2.096686,1.903314
1280,-0.121364,0.000030,-0.361151,-0.482484,1.517516,2.482484
1281,0.070909,0.000035,0.450639,0.521583,2.521583,1.478417
1282,-0.035455,0.000032,-0.249290,-0.284712,1.715288,2.284712
1283,-0.031364,0.000030,0.009588,-0.021745,1.978255,2.021745
1284,-0.047727,0.000027,-0.038352,-0.086052,1.913948,2.086052
1285,0.070909,0.000032,0.278054,0.348995,2.348995,1.651005
1286,-0.105000,0.000025,-0.412287,-0.517262,1.482738,2.517262
1287,0.121364,0.000033,0.530540,0.651936,2.651936,1.348064
1288,0.021818,0.000034,-0.233310,-0.211457,1.788543,2.211457
1289,-0.005455,0.000034,-0.063920,-0.069341,1.930659,2.069341
1290,0.025909,0.000036,0.073509,0.099453,2.099453,1.900547
1291,0.012273,0.000036,-0.031960,-0.019651,1.980349,2.019651
1292,0.046364,0.000039,0.079901,0.126304,2.126304,1.873696
1293,0.000000,0.000039,-0.108665,-0.108625,1.891375,2.108625
1294,0.085909,0.000045,0.201349,0.287303,2.287303,1.712697
1295,-0.016364,0.000044,-0.239702,-0.256021,1.743979,2.256021
1296,-0.062727,0.000040,-0.108665,-0.171352,1.828648,2.171352
1297,-0.019091,0.000039,0.102273,0.083220,2.083220,1.916780
1298,-0.095455,0.000033,-0.178977,-0.274399,1.725601,2.274399
1299,-0.058636,0.000029,0.086293,0.027685,2.027685,1.972315
1300,0.121364,0.000037,0.421875,0.543275,2.543275,1.456725
1301,0.055909,0.000040,-0.153409,-0.097460,1.902540,2.097460
1302,0.002727,0.000040,-0.124645,-0.121877,1.878123,2.121877
1303,0.005455,0.000041,0.006392,0.011887,2.011887,1.988113
1304,-0.065455,0.000036,-0.166193,-0.231611,1.768389,2.231611
1305,0.039545,0.000039,0.246094,0.285678,2.285678,1.714322
1306,0.088636,0.000045,0.115057,0.203738,2.203738,1.796262
1307,0.035455,0.000047,-0.124645,-0.089143,1.910857,2.089143
1308,-0.042273,0.000044,-0.182173,-0.224402,1.775598,2.224402
1309,0.106364,0.000051,0.348366,0.454781,2.454781,1.545219
1310,-0.023182,0.000050,-0.303622,-0.326754,1.673246,2.326754
1311,0.115909,0.000057,0.325994,0.441960,2.441960,1.558040
1312,0.045000,0.000060,-0.166193,-0.121133,1.878867,2.121133
1313,0.013636,0.000061,-0.073509,-0.059811,1.940189,2.059811
1314,0.043636,0.000064,0.070313,0.114012,2.114012,1.885988
1315,-0.021818,0.000062,-0.153409,-0.175165,1.824835,2.175165
1316,0.072273,0.000067,0.220526,0.292865,2.292865,1.707135
1317,0.046364,0.000070,-0.060724,-0.014291,1.985709,2.014291
1318,0.050455,0.000073,0.009588,0.060116,2.060116,1.939884
1336,-0.399545,0.000047,-1.054688,-1.454186,0.545814,3.454186
1337,-0.057273,0.000044,0.802202,0.744973,2.744973,1.255027
1338,-0.122727,0.000036,-0.153409,-0.276100,1.723900,2.276100
1339,-0.144545,0.000027,-0.051136,-0.195655,1.804345,2.195655
1340,-0.215455,0.000013,-0.166193,-0.381635,1.618365,2.381635
1341,-0.133636,0.000004,0.191761,0.058129,2.058129,1.941871
1342,-0.012273,0.000003,0.284446,0.272177,2.272177,1.727823
1343,-0.105000,-0.000003,-0.217330,-0.322333,1.677667,2.322333
1344,-0.113182,-0.000010,-0.019176,-0.132368,1.867632,2.132368
1345,0.000000,-0.000010,0.265270,0.265259,2.265259,1.734741
1346,0.017727,-0.000009,0.041548,0.059266,2.059266,1.940734
