time,target,sensor,P,I,D,ds
3133,150,152,20.000000,-3.882667,70.312500,86.429833
3134,150,152,20.000000,-3.878400,0.000000,16.121600
3135,150,152,20.000000,-3.874133,0.000000,16.125867
3136,150,152,20.000000,-3.869867,0.000000,16.130133
3137,150,152,20.000000,-3.865600,0.000000,16.134400
3138,150,154,40.000000,-3.857067,46.875000,83.017933
3139,150,154,40.000000,-3.848533,0.000000,36.151467
3140,150,154,40.000000,-3.840000,0.000000,36.160000
3141,150,154,40.000000,-3.831467,0.000000,36.168533
3142,150,154,40.000000,-3.822933,0.000000,36.177067
3143,150,153,30.000000,-3.816533,-23.437500,2.745967
3144,150,153,30.000000,-3.810133,0.000000,26.189867
3145,150,153,30.000000,-3.803733,0.000000,26.196267
3146,150,153,30.000000,-3.797333,0.000000,26.202667
3147,150,153,30.000000,-3.790933,0.000000,26.209067
3148,150,150,0.000000,-3.790933,-70.312500,-74.103433
3149,150,150,0.000000,-3.790933,0.000000,-3.790933
3150,150,150,0.000000,-3.790933,0.000000,-3.790933
3151,150,150,0.000000,-3.790933,0.000000,-3.790933
3152,150,150,0.000000,-3.790933,0.000000,-3.790933
3153,150,150,0.000000,-3.790933,0.000000,-3.790933
3154,150,150,0.000000,-3.790933,0.000000,-3.790933
3155,150,150,0.000000,-3.790933,0.000000,-3.790933
3156,150,150,0.000000,-3.790933,0.000000,-3.790933
3157,150,151,10.000000,-3.788800,23.437500,29.648700
3158,150,151,10.000000,-3.786667,0.000000,6.213333
3159,150,151,10.000000,-3.784533,0.000000,6.215467
3160,150,151,10.000000,-3.782400,0.000000,6.217600
3161,150,151,10.000000,-3.780267,0.000000,6.219733
3162,150,148,-20.000000,-3.784533,-70.312500,-94.097033
3163,150,148,-20.000000,-3.788800,0.000000,-23.788800
3164,150,148,-20.000000,-3.793067,0.000000,-23.793067
3165,150,148,-20.000000,-3.797333,0.000000,-23.797333
3166,150,148,-20.000000,-3.801600,0.000000,-23.801600
3167,150,149,-10.000000,-3.803733,23.437500,9.633767
3168,150,149,-10.000000,-3.805867,0.000000,-13.805867
3169,150,149,-10.000000,-3.808000,0.000000,-13.808000
3170,150,149,-10.000000,-3.810133,0.000000,-13.810133
3171,150,149,-10.000000,-3.812267,0.000000,-13.812267
3172,150,152,20.000000,-3.808000,70.312500,86.504500
3173,150,152,20.000000,-3.803733,0.000000,16.196267
3174,150,152,20.000000,-3.799467,0.000000,16.200533
3175,150,152,20.000000,-3.795200,0.000000,16.204800
3176,150,152,20.000000,-3.790933,0.000000,16.209067
3177,150,148,-20.000000,-3.795200,-93.750000,-117.545200
3178,150,148,-20.000000,-3.799467,0.000000,-23.799467
3179,150,148,-20.000000,-3.803733,0.000000,-23.803733
3180,150,148,-20.000000,-3.808000,0.000000,-23.808000
3181,150,148,-20.000000,-3.812267,0.000000,-23.812267
3182,150,146,-40.000000,-3.820800,-46.875000,-90.695800
3183,150,146,-40.000000,-3.829333,0.000000,-43.829333
3184,150,146,-40.000000,-3.837867,0.000000,-43.837867
3185,150,146,-40.000000,-3.846400,0.000000,-43.846400
3186,150,146,-40.000000,-3.854933,0.000000,-43.854933
3187,150,147,-30.000000,-3.861333,23.437500,-10.423833
3188,150,147,-30.000000,-3.867733,0.000000,-33.867733
3189,150,147,-30.000000,-3.874133,0.000000,-33.874133
3190,150,147,-30.000000,-3.880533,0.000000,-33.880533
3191,150,147,-30.000000,-3.886933,0.000000,-33.886933
3192,150,146,-40.000000,-3.895467,-23.437500,-67.332967
3193,150,146,-40.000000,-3.904000,0.000000,-43.904000
3194,150,146,-40.000000,-3.912533,0.000000,-43.912533
3195,150,146,-40.000000,-3.921067,0.000000,-43.921067
3196,150,144,-60.000000,-3.933867,-46.875000,-110.808867
3197,150,144,-60.000000,-3.946667,0.000000,-63.946667
3198,150,144,-60.000000,-3.959467,0.000000,-63.959467
3199,150,144,-60.000000,-3.972267,0.000000,-63.972267
3200,150,144,-60.000000,-3.985067,0.000000,-63.985067
3201,150,152,20.000000,-3.980800,187.500000,203.519200
3202,150,152,20.000000,-3.976533,0.000000,16.023467
3203,150,152,20.000000,-3.972267,0.000000,16.027733
3204,150,152,20.000000,-3.968000,0.000000,16.032000
3205,150,152,20.000000,-3.963733,0.000000,16.036267
3206,150,151,10.000000,-3.961600,-23.437500,-17.399100
3207,150,151,10.000000,-3.959467,0.000000,6.040533
3208,150,151,10.000000,-3.957333,0.000000,6.042667
3209,150,151,10.000000,-3.955200,0.000000,6.044800
3210,150,151,10.000000,-3.953067,0.000000,6.046933
3211,150,151,10.000000,-3.950933,0.000000,6.049067
3212,150,151,10.000000,-3.948800,0.000000,6.051200
3213,150,151,10.000000,-3.946667,0.000000,6.053333
3214,150,151,10.000000,-3.944533,0.000000,6.055467
3215,150,151,10.000000,-3.942400,0.000000,6.057600
3216,150,155,50.000000,-3.931733,93.750000,139.818267
3217,150,155,50.000000,-3.921067,0.000000,46.078933
3218,150,155,50.000000,-3.910400,0.000000,46.089600
3219,150,155,50.000000,-3.899733,0.000000,46.100267
3220,150,155,50.000000,-3.889067,0.000000,46.110933
3221,150,154,40.000000,-3.880533,-23.437500,12.681967
3222,150,154,40.000000,-3.872000,0.000000,36.128000
3223,150,154,40.000000,-3.863467,0.000000,36.136533
3224,150,154,40.000000,-3.854933,0.000000,36.145067
3225,150,154,40.000000,-3.846400,0.000000,36.153600
3226,150,152,20.000000,-3.842133,-46.875000,-30.717133
3227,150,152,20.000000,-3.837867,0.000000,16.162133
3228,150,152,20.000000,-3.833600,0.000000,16.166400
3229,150,152,20.000000,-3.829333,0.000000,16.170667
3230,150,152,20.000000,-3.825067,0.000000,16.174933
3231,150,155,50.000000,-3.814400,70.312500,116.498100
3232,150,155,50.000000,-3.803733,0.000000,46.196267
3233,150,155,50.000000,-3.793067,0.000000,46.206933
3234,150,155,50.000000,-3.782400,0.000000,46.217600
3235,150,156,60.000000,-3.769600,23.437500,79.667900
3236,150,156,60.000000,-3.756800,0.000000,56.243200
3237,150,156,60.000000,-3.744000,0.000000,56.256000
3238,150,156,60.000000,-3.731200,0.000000,56.268800
3239,150,156,60.000000,-3.718400,0.000000,56.281600
3240,150,148,-20.000000,-3.722667,-187.500000,-211.222667
3241,150,148,-20.000000,-3.726933,0.000000,-23.726933
3242,150,148,-20.000000,-3.731200,0.000000,-23.731200
3243,150,148,-20.000000,-3.735467,0.000000,-23.735467
3244,150,148,-20.000000,-3.739733,0.000000,-23.739733
3245,150,154,40.000000,-3.731200,140.625000,176.893800
3246,150,154,40.000000,-3.722667,0.000000,36.277333
3247,150,154,40.000000,-3.714133,0.000000,36.285867
3248,150,154,40.000000,-3.705600,0.000000,36.294400
3249,150,154,40.000000,-3.697067,0.000000,36.302933
3250,200,151,-490.000000,-3.801600,-1242.187500,-1735.989100
3251,200,151,-490.000000,-3.906133,0.000000,-493.906133
3252,200,151,-490.000000,-4.010667,0.000000,-494.010667
3253,200,151,-490.000000,-4.115200,0.000000,-494.115200
3254,200,151,-490.000000,-4.219733,0.000000,-494.219733
3255,200,155,-450.000000,-4.315733,93.750000,-360.565733
3256,200,155,-450.000000,-4.411733,0.000000,-454.411733
3257,200,155,-450.000000,-4.507733,0.000000,-454.507733
3258,200,155,-450.000000,-4.603733,0.000000,-454.603733
3259,200,155,-450.000000,-4.699733,0.000000,-454.699733
3260,200,146,-540.000000,-4.814933,-210.937500,-755.752433
3261,200,146,-540.000000,-4.930133,0.000000,-544.930133
3262,200,146,-540.000000,-5.045333,0.000000,-545.045333
3263,200,146,-540.000000,-5.160533,0.000000,-545.160533
3264,200,146,-540.000000,-5.275733,0.000000,-545.275733
3265,200,166,-340.000000,-5.348267,468.750000,123.401733
3266,200,166,-340.000000,-5.420800,0.000000,-345.420800
3267,200,166,-340.000000,-5.493333,0.000000,-345.493333
3268,200,166,-340.000000,-5.565867,0.000000,-345.565867
3269,200,171,-290.000000,-5.627733,117.187500,-178.440233
3270,200,171,-290.000000,-5.689600,0.000000,-295.689600
3271,200,171,-290.000000,-5.751467,0.000000,-295.751467
3272,200,171,-290.000000,-5.813333,0.000000,-295.813333
3273,200,171,-290.000000,-5.875200,0.000000,-295.875200
3274,200,187,-130.000000,-5.902933,375.000000,239.097067
3275,200,187,-130.000000,-5.930667,0.000000,-135.930667
3276,200,187,-130.000000,-5.958400,0.000000,-135.958400
3277,200,187,-130.000000,-5.986133,0.000000,-135.986133
3278,200,187,-130.000000,-6.013867,0.000000,-136.013867
3279,200,186,-140.000000,-6.043733,-23.437500,-169.481233
3280,200,186,-140.000000,-6.073600,0.000000,-146.073600
3281,200,186,-140.000000,-6.103467,0.000000,-146.103467
3282,200,186,-140.000000,-6.133333,0.000000,-146.133333
3283,200,186,-140.000000,-6.163200,0.000000,-146.163200
3284,200,194,-60.000000,-6.176000,187.500000,121.324000
3285,200,194,-60.000000,-6.188800,0.000000,-66.188800
3286,200,194,-60.000000,-6.201600,0.000000,-66.201600
3287,200,194,-60.000000,-6.214400,0.000000,-66.214400
3288,200,194,-60.000000,-6.227200,0.000000,-66.227200
3289,200,182,-180.000000,-6.265600,-281.250000,-467.515600
3290,200,182,-180.000000,-6.304000,0.000000,-186.304000
3291,200,182,-180.000000,-6.342400,0.000000,-186.342400
3292,200,182,-180.000000,-6.380800,0.000000,-186.380800
3293,200,182,-180.000000,-6.419200,0.000000,-186.419200
3294,200,190,-100.000000,-6.440533,187.500000,81.059467
3295,200,190,-100.000000,-6.461867,0.000000,-106.461867
3296,200,190,-100.000000,-6.483200,0.000000,-106.483200
3297,200,190,-100.000000,-6.504533,0.000000,-106.504533
3298,200,190,-100.000000,-6.525867,0.000000,-106.525867
3299,200,221,210.000000,-6.481067,726.562500,930.081433
3300,200,221,210.000000,-6.436267,0.000000,203.563733
3301,200,221,210.000000,-6.391467,0.000000,203.608533
3302,200,221,210.000000,-6.346667,0.000000,203.653333
3303,200,221,210.000000,-6.301867,0.000000,203.698133
3304,200,223,230.000000,-6.252800,46.875000,270.622200
3305,200,223,230.000000,-6.203733,0.000000,223.796267
3306,200,223,230.000000,-6.154667,0.000000,223.845333
3307,200,223,230.000000,-6.105600,0.000000,223.894400
3308,200,233,330.000000,-6.035200,234.375000,558.339800
3309,200,233,330.000000,-5.964800,0.000000,324.035200
3310,200,233,330.000000,-5.894400,0.000000,324.105600
3311,200,233,330.000000,-5.824000,0.000000,324.176000
3312,200,233,330.000000,-5.753600,0.000000,324.246400
3313,200,208,80.000000,-5.736533,-585.937500,-511.674033
3314,200,208,80.000000,-5.719467,0.000000,74.280533
3315,200,208,80.000000,-5.702400,0.000000,74.297600
3316,200,208,80.000000,-5.685333,0.000000,74.314667
3317,200,208,80.000000,-5.668267,0.000000,74.331733
3318,200,206,60.000000,-5.655467,-46.875000,7.469533
3319,200,206,60.000000,-5.642667,0.000000,54.357333
3320,200,206,60.000000,-5.629867,0.000000,54.370133
3321,200,206,60.000000,-5.617067,0.000000,54.382933
3322,200,206,60.000000,-5.604267,0.000000,54.395733
3323,200,216,160.000000,-5.570133,234.375000,388.804867
3324,200,216,160.000000,-5.536000,0.000000,154.464000
3325,200,216,160.000000,-5.501867,0.000000,154.498133
3326,200,216,160.000000,-5.467733,0.000000,154.532267
3327,200,216,160.000000,-5.433600,0.000000,154.566400
3328,200,199,-10.000000,-5.435733,-398.437500,-413.873233
3329,200,199,-10.000000,-5.437867,0.000000,-15.437867
3330,200,199,-10.000000,-5.440000,0.000000,-15.440000
3331,200,199,-10.000000,-5.442133,0.000000,-15.442133
3332,200,199,-10.000000,-5.444267,0.000000,-15.444267
3333,200,202,20.000000,-5.440000,70.312500,84.872500
3334,200,202,20.000000,-5.435733,0.000000,14.564267
3335,200,202,20.000000,-5.431467,0.000000,14.568533
3336,200,202,20.000000,-5.427200,0.000000,14.572800
3337,200,202,20.000000,-5.422933,0.000000,14.577067
3338,200,194,-60.000000,-5.435733,-187.500000,-252.935733
3339,200,194,-60.000000,-5.448533,0.000000,-65.448533
3340,200,194,-60.000000,-5.461333,0.000000,-65.461333
3341,200,194,-60.000000,-5.474133,0.000000,-65.474133
3342,200,190,-100.000000,-5.495467,-93.750000,-199.245467
3343,200,190,-100.000000,-5.516800,0.000000,-105.516800
3344,200,190,-100.000000,-5.538133,0.000000,-105.538133
3345,200,190,-100.000000,-5.559467,0.000000,-105.559467
3346,200,190,-100.000000,-5.580800,0.000000,-105.580800
3347,200,195,-50.000000,-5.591467,117.187500,61.596033
3348,200,195,-50.000000,-5.602133,0.000000,-55.602133
3349,200,195,-50.000000,-5.612800,0.000000,-55.612800
3350,200,195,-50.000000,-5.623467,0.000000,-55.623467
3351,200,195,-50.000000,-5.634133,0.000000,-55.634133
3352,200,197,-30.000000,-5.640533,46.875000,11.234467
3353,200,197,-30.000000,-5.646933,0.000000,-35.646933
3354,200,197,-30.000000,-5.653333,0.000000,-35.653333
3355,200,197,-30.000000,-5.659733,0.000000,-35.659733
3356,200,197,-30.000000,-5.666133,0.000000,-35.666133
3357,200,189,-110.000000,-5.689600,-187.500000,-303.189600
3358,200,189,-110.000000,-5.713067,0.000000,-115.713067
3359,200,189,-110.000000,-5.736533,0.000000,-115.736533
3360,200,189,-110.000000,-5.760000,0.000000,-115.760000
3361,200,189,-110.000000,-5.783467,0.000000,-115.783467
3362,200,192,-80.000000,-5.800533,70.312500,-15.488033
3363,200,192,-80.000000,-5.817600,0.000000,-85.817600
3364,200,192,-80.000000,-5.834667,0.000000,-85.834667
3365,200,192,-80.000000,-5.851733,0.000000,-85.851733
3366,200,192,-80.000000,-5.868800,0.000000,-85.868800
3367,200,197,-30.000000,-5.875200,117.187500,81.312300
3368,200,197,-30.000000,-5.881600,0.000000,-35.881600
3369,200,197,-30.000000,-5.888000,0.000000,-35.888000
3370,200,197,-30.000000,-5.894400,0.000000,-35.894400
3371,200,197,-30.000000,-5.900800,0.000000,-35.900800
3372,200,203,30.000000,-5.894400,140.625000,164.730600
3373,200,203,30.000000,-5.888000,0.000000,24.112000
3374,200,203,30.000000,-5.881600,0.000000,24.118400
3375,200,203,30.000000,-5.875200,0.000000,24.124800
3376,200,203,30.000000,-5.868800,0.000000,24.131200
3377,200,206,60.000000,-5.856000,70.312500,124.456500
3378,200,206,60.000000,-5.843200,0.000000,54.156800
3379,200,206,60.000000,-5.830400,0.000000,54.169600
3380,200,206,60.000000,-5.817600,0.000000,54.182400
3381,200,205,50.000000,-5.806933,-23.437500,20.755567
3382,200,205,50.000000,-5.796267,0.000000,44.203733
3383,200,205,50.000000,-5.785600,0.000000,44.214400
3384,200,205,50.000000,-5.774933,0.000000,44.225067
3385,200,205,50.000000,-5.764267,0.000000,44.235733
3386,200,211,110.000000,-5.740800,140.625000,244.884200
3387,200,211,110.000000,-5.717333,0.000000,104.282667
3388,200,211,110.000000,-5.693867,0.000000,104.306133
3389,200,211,110.000000,-5.670400,0.000000,104.329600
3390,200,211,110.000000,-5.646933,0.000000,104.353067
3391,200,212,120.000000,-5.621333,23.437500,137.816167
3392,200,212,120.000000,-5.595733,0.000000,114.404267
3393,200,212,120.000000,-5.570133,0.000000,114.429867
3394,200,212,120.000000,-5.544533,0.000000,114.455467
3395,200,212,120.000000,-5.518933,0.000000,114.481067
3396,200,212,120.000000,-5.493333,0.000000,114.506667
3397,200,212,120.000000,-5.467733,0.000000,114.532267
3398,200,212,120.000000,-5.442133,0.000000,114.557867
3399,200,212,120.000000,-5.416533,0.000000,114.583467
3400,200,212,120.000000,-5.390933,0.000000,114.609067
3401,200,196,-40.000000,-5.399467,-375.000000,-420.399467
3402,200,196,-40.000000,-5.408000,0.000000,-45.408000
3403,200,196,-40.000000,-5.416533,0.000000,-45.416533
3404,200,196,-40.000000,-5.425067,0.000000,-45.425067
3405,200,196,-40.000000,-5.433600,0.000000,-45.433600
3406,200,199,-10.000000,-5.435733,70.312500,54.876767
3407,200,199,-10.000000,-5.437867,0.000000,-15.437867
3408,200,199,-10.000000,-5.440000,0.000000,-15.440000
3409,200,199,-10.000000,-5.442133,0.000000,-15.442133
3410,200,199,-10.000000,-5.444267,0.000000,-15.444267
3411,200,205,50.000000,-5.433600,140.625000,185.191400
3412,200,205,50.000000,-5.422933,0.000000,44.577067
3413,200,205,50.000000,-5.412267,0.000000,44.587733
3414,200,205,50.000000,-5.401600,0.000000,44.598400
3415,200,205,50.000000,-5.390933,0.000000,44.609067
3416,200,214,140.000000,-5.361067,210.937500,345.576433
3417,200,214,140.000000,-5.331200,0.000000,134.668800
3418,200,214,140.000000,-5.301333,0.000000,134.698667
3419,200,214,140.000000,-5.271467,0.000000,134.728533
3420,200,202,20.000000,-5.267200,-281.250000,-266.517200
3421,200,202,20.000000,-5.262933,0.000000,14.737067
3422,200,202,20.000000,-5.258667,0.000000,14.741333
3423,200,202,20.000000,-5.254400,0.000000,14.745600
3424,200,202,20.000000,-5.250133,0.000000,14.749867
3425,200,201,10.000000,-5.248000,-23.437500,-18.685500
3426,200,201,10.000000,-5.245867,0.000000,4.754133
3427,200,201,10.000000,-5.243733,0.000000,4.756267
3428,200,201,10.000000,-5.241600,0.000000,4.758400
3429,200,201,10.000000,-5.239467,0.000000,4.760533
3430,200,205,50.000000,-5.228800,93.750000,138.521200
3431,200,205,50.000000,-5.218133,0.000000,44.781867
3432,200,205,50.000000,-5.207467,0.000000,44.792533
3433,200,205,50.000000,-5.196800,0.000000,44.803200
3434,200,205,50.000000,-5.186133,0.000000,44.813867
3435,200,202,20.000000,-5.181867,-70.312500,-55.494367
3436,200,202,20.000000,-5.177600,0.000000,14.822400
3437,200,202,20.000000,-5.173333,0.000000,14.826667
3438,200,202,20.000000,-5.169067,0.000000,14.830933
3439,200,202,20.000000,-5.164800,0.000000,14.835200
3440,200,200,0.000000,-5.164800,-46.875000,-52.039800
3441,200,200,0.000000,-5.164800,0.000000,-5.164800
3442,200,200,0.000000,-5.164800,0.000000,-5.164800
3443,200,200,0.000000,-5.164800,0.000000,-5.164800
3444,200,200,0.000000,-5.164800,0.000000,-5.164800
3445,200,214,140.000000,-5.134933,328.125000,462.990067
3446,200,214,140.000000,-5.105067,0.000000,134.894933
3447,200,214,140.000000,-5.075200,0.000000,134.924800
3448,200,214,140.000000,-5.045333,0.000000,134.954667
3449,200,214,140.000000,-5.015467,0.000000,134.984533
3450,200,206,60.000000,-5.002667,-187.500000,-132.502667
3451,200,206,60.000000,-4.989867,0.000000,55.010133
3452,200,206,60.000000,-4.977067,0.000000,55.022933
3453,200,206,60.000000,-4.964267,0.000000,55.035733
3454,200,188,-120.000000,-4.989867,-421.875000,-546.864867
3455,200,188,-120.000000,-5.015467,0.000000,-125.015467
3456,200,188,-120.000000,-5.041067,0.000000,-125.041067
3457,200,188,-120.000000,-5.066667,0.000000,-125.066667
3458,200,188,-120.000000,-5.092267,0.000000,-125.092267
3459,200,200,0.000000,-5.092267,281.250000,276.157733
3460,200,200,0.000000,-5.092267,0.000000,-5.092267
3461,200,200,0.000000,-5.092267,0.000000,-5.092267
3462,200,200,0.000000,-5.092267,0.000000,-5.092267
3463,200,200,0.000000,-5.092267,0.000000,-5.092267
3464,200,205,50.000000,-5.081600,117.187500,162.105900
3465,200,205,50.000000,-5.070933,0.000000,44.929067
3466,200,205,50.000000,-5.060267,0.000000,44.939733
3467,200,205,50.000000,-5.049600,0.000000,44.950400
3468,200,205,50.000000,-5.038933,0.000000,44.961067
3469,200,209,90.000000,-5.019733,93.750000,178.730267
3470,200,209,90.000000,-5.000533,0.000000,84.999467
3471,200,209,90.000000,-4.981333,0.000000,85.018667
3472,200,209,90.000000,-4.962133,0.000000,85.037867
3473,200,209,90.000000,-4.942933,0.000000,85.057067
3474,200,190,-100.000000,-4.964267,-445.312500,-550.276767
3475,200,190,-100.000000,-4.985600,0.000000,-104.985600
3476,200,190,-100.000000,-5.006933,0.000000,-105.006933
3477,200,190,-100.000000,-5.028267,0.000000,-105.028267
3478,200,190,-100.000000,-5.049600,0.000000,-105.049600
3479,200,188,-120.000000,-5.075200,-46.875000,-171.950200
3480,200,188,-120.000000,-5.100800,0.000000,-125.100800
3481,200,188,-120.000000,-5.126400,0.000000,-125.126400
3482,200,188,-120.000000,-5.152000,0.000000,-125.152000
3483,200,188,-120.000000,-5.177600,0.000000,-125.177600
3484,200,192,-80.000000,-5.194667,93.750000,8.555333
3485,200,192,-80.000000,-5.211733,0.000000,-85.211733
3486,200,192,-80.000000,-5.228800,0.000000,-85.228800
3487,200,192,-80.000000,-5.245867,0.000000,-85.245867
3488,200,194,-60.000000,-5.258667,46.875000,-18.383667
3489,200,194,-60.000000,-5.271467,0.000000,-65.271467
3490,200,194,-60.000000,-5.284267,0.000000,-65.284267
3491,200,194,-60.000000,-5.297067,0.000000,-65.297067
3492,200,194,-60.000000,-5.309867,0.000000,-65.309867
3493,200,190,-100.000000,-5.331200,-93.750000,-199.081200
3494,200,190,-100.000000,-5.352533,0.000000,-105.352533
3495,200,190,-100.000000,-5.373867,0.000000,-105.373867
3496,200,190,-100.000000,-5.395200,0.000000,-105.395200
3497,200,190,-100.000000,-5.416533,0.000000,-105.416533
3498,200,198,-20.000000,-5.420800,187.500000,162.079200
3499,200,198,-20.000000,-5.425067,0.000000,-25.425067
3500,150,198,480.000000,-5.322667,1171.875000,1646.552333
3501,150,198,480.000000,-5.220267,0.000000,474.779733
3502,150,198,480.000000,-5.117867,0.000000,474.882133
3503,150,197,470.000000,-5.017600,-23.437500,441.544900
3504,150,197,470.000000,-4.917333,0.000000,465.082667
3505,150,197,470.000000,-4.817067,0.000000,465.182933
3506,150,197,470.000000,-4.716800,0.000000,465.283200
3507,150,197,470.000000,-4.616533,0.000000,465.383467
3508,150,195,450.000000,-4.520533,-46.875000,398.604467
3509,150,195,450.000000,-4.424533,0.000000,445.575467
3510,150,195,450.000000,-4.328533,0.000000,445.671467
3511,150,195,450.000000,-4.232533,0.000000,445.767467
3512,150,195,450.000000,-4.136533,0.000000,445.863467
3513,150,182,320.000000,-4.068267,-304.687500,11.244233
3514,150,182,320.000000,-4.000000,0.000000,316.000000
3515,150,182,320.000000,-3.931733,0.000000,316.068267
3516,150,182,320.000000,-3.863467,0.000000,316.136533
3517,150,182,320.000000,-3.795200,0.000000,316.204800
3518,150,179,290.000000,-3.733333,-70.312500,215.954167
3519,150,179,290.000000,-3.671467,0.000000,286.328533
3520,150,179,290.000000,-3.609600,0.000000,286.390400
3521,150,179,290.000000,-3.547733,0.000000,286.452267
3522,150,174,240.000000,-3.496533,-117.187500,119.315967
3523,150,174,240.000000,-3.445333,0.000000,236.554667
3524,150,174,240.000000,-3.394133,0.000000,236.605867
3525,150,174,240.000000,-3.342933,0.000000,236.657067
3526,150,174,240.000000,-3.291733,0.000000,236.708267
3527,150,181,310.000000,-3.225600,164.062500,470.836900
3528,150,181,310.000000,-3.159467,0.000000,306.840533
3529,150,181,310.000000,-3.093333,0.000000,306.906667
3530,150,181,310.000000,-3.027200,0.000000,306.972800
3531,150,181,310.000000,-2.961067,0.000000,307.038933
3532,150,163,130.000000,-2.933333,-421.875000,-294.808333
3533,150,163,130.000000,-2.905600,0.000000,127.094400
3534,150,163,130.000000,-2.877867,0.000000,127.122133
3535,150,163,130.000000,-2.850133,0.000000,127.149867
3536,150,163,130.000000,-2.822400,0.000000,127.177600
3537,150,165,150.000000,-2.790400,46.875000,194.084600
3538,150,165,150.000000,-2.758400,0.000000,147.241600
3539,150,165,150.000000,-2.726400,0.000000,147.273600
3540,150,165,150.000000,-2.694400,0.000000,147.305600
3541,150,165,150.000000,-2.662400,0.000000,147.337600
3542,150,157,70.000000,-2.647467,-187.500000,-120.147467
3543,150,157,70.000000,-2.632533,0.000000,67.367467
3544,150,157,70.000000,-2.617600,0.000000,67.382400
3545,150,157,70.000000,-2.602667,0.000000,67.397333
3546,150,157,70.000000,-2.587733,0.000000,67.412267
3547,150,165,150.000000,-2.555733,187.500000,334.944267
3548,150,165,150.000000,-2.523733,0.000000,147.476267
3549,150,165,150.000000,-2.491733,0.000000,147.508267
3550,150,165,150.000000,-2.459733,0.000000,147.540267
3551,150,165,150.000000,-2.427733,0.000000,147.572267
3552,150,142,-80.000000,-2.444800,-539.062500,-621.507300
3553,150,142,-80.000000,-2.461867,0.000000,-82.461867
3554,150,142,-80.000000,-2.478933,0.000000,-82.478933
3555,150,142,-80.000000,-2.496000,0.000000,-82.496000
3556,150,142,-80.000000,-2.513067,0.000000,-82.513067
3557,150,154,40.000000,-2.504533,281.250000,318.745467
3558,150,154,40.000000,-2.496000,0.000000,37.504000
3559,150,154,40.000000,-2.487467,0.000000,37.512533
3560,150,154,40.000000,-2.478933,0.000000,37.521067
3561,150,149,-10.000000,-2.481067,-117.187500,-129.668567
3562,150,149,-10.000000,-2.483200,0.000000,-12.483200
3563,150,149,-10.000000,-2.485333,0.000000,-12.485333
3564,150,149,-10.000000,-2.487467,0.000000,-12.487467
3565,150,149,-10.000000,-2.489600,0.000000,-12.489600
3566,150,161,110.000000,-2.466133,281.250000,388.783867
3567,150,161,110.000000,-2.442667,0.000000,107.557333
3568,150,161,110.000000,-2.419200,0.000000,107.580800
3569,150,161,110.000000,-2.395733,0.000000,107.604267
3570,150,161,110.000000,-2.372267,0.000000,107.627733
3571,150,145,-50.000000,-2.382933,-375.000000,-427.382933
3572,150,145,-50.000000,-2.393600,0.000000,-52.393600
3573,150,145,-50.000000,-2.404267,0.000000,-52.404267
3574,150,145,-50.000000,-2.414933,0.000000,-52.414933
3575,150,145,-50.000000,-2.425600,0.000000,-52.425600
3576,150,141,-90.000000,-2.444800,-93.750000,-186.194800
3577,150,141,-90.000000,-2.464000,0.000000,-92.464000
3578,150,141,-90.000000,-2.483200,0.000000,-92.483200
3579,150,141,-90.000000,-2.502400,0.000000,-92.502400
3580,150,141,-90.000000,-2.521600,0.000000,-92.521600
3581,150,143,-70.000000,-2.536533,46.875000,-25.661533
3582,150,143,-70.000000,-2.551467,0.000000,-72.551467
3583,150,143,-70.000000,-2.566400,0.000000,-72.566400
3584,150,143,-70.000000,-2.581333,0.000000,-72.581333
3585,150,143,-70.000000,-2.596267,0.000000,-72.596267
3586,150,150,0.000000,-2.596267,164.062500,161.466233
3587,150,150,0.000000,-2.596267,0.000000,-2.596267
3588,150,150,0.000000,-2.596267,0.000000,-2.596267
3589,150,150,0.000000,-2.596267,0.000000,-2.596267
3590,150,150,0.000000,-2.596267,0.000000,-2.596267
3591,150,148,-20.000000,-2.600533,-46.875000,-69.475533
3592,150,148,-20.000000,-2.604800,0.000000,-22.604800
3593,150,148,-20.000000,-2.609067,0.000000,-22.609067
3594,150,148,-20.000000,-2.613333,0.000000,-22.613333
3595,150,150,0.000000,-2.613333,46.875000,44.261667
3596,150,150,0.000000,-2.613333,0.000000,-2.613333
3597,150,150,0.000000,-2.613333,0.000000,-2.613333
3598,150,150,0.000000,-2.613333,0.000000,-2.613333
3599,150,150,0.000000,-2.613333,0.000000,-2.613333
3600,150,142,-80.000000,-2.630400,-187.500000,-270.130400
3601,150,142,-80.000000,-2.647467,0.000000,-82.647467
3602,150,142,-80.000000,-2.664533,0.000000,-82.664533
3603,150,142,-80.000000,-2.681600,0.000000,-82.681600
3604,150,142,-80.000000,-2.698667,0.000000,-82.698667
3605,150,143,-70.000000,-2.713600,23.437500,-49.276100
3606,150,143,-70.000000,-2.728533,0.000000,-72.728533
3607,150,143,-70.000000,-2.743467,0.000000,-72.743467
3608,150,143,-70.000000,-2.758400,0.000000,-72.758400
3609,150,143,-70.000000,-2.773333,0.000000,-72.773333
3610,150,138,-120.000000,-2.798933,-117.187500,-239.986433
3611,150,138,-120.000000,-2.824533,0.000000,-122.824533
3612,150,138,-120.000000,-2.850133,0.000000,-122.850133
3613,150,138,-120.000000,-2.875733,0.000000,-122.875733
