time,target,sensor,P,I,D,ds
10265,200,163,-370.000000,10.634667,0.000000,-359.365333
10266,200,163,-370.000000,10.555733,0.000000,-359.444267
10267,200,163,-370.000000,10.476800,0.000000,-359.523200
10268,200,160,-400.000000,10.391467,-70.312500,-459.921033
10269,200,160,-400.000000,10.306133,0.000000,-389.693867
10270,200,160,-400.000000,10.220800,0.000000,-389.779200
10271,200,160,-400.000000,10.135467,0.000000,-389.864533
10272,200,160,-400.000000,10.050133,0.000000,-389.949867
10273,200,162,-380.000000,9.969067,46.875000,-323.155933
10274,200,162,-380.000000,9.888000,0.000000,-370.112000
10275,200,162,-380.000000,9.806933,0.000000,-370.193067
10276,200,162,-380.000000,9.725867,0.000000,-370.274133
10277,200,162,-380.000000,9.644800,0.000000,-370.355200
10278,200,167,-330.000000,9.574400,117.187500,-203.238100
10279,200,167,-330.000000,9.504000,0.000000,-320.496000
10280,200,167,-330.000000,9.433600,0.000000,-320.566400
10281,200,167,-330.000000,9.363200,0.000000,-320.636800
10282,200,167,-330.000000,9.292800,0.000000,-320.707200
10283,200,174,-260.000000,9.237333,164.062500,-86.700167
10284,200,174,-260.000000,9.181867,0.000000,-250.818133
10285,200,174,-260.000000,9.126400,0.000000,-250.873600
10286,200,174,-260.000000,9.070933,0.000000,-250.929067
10287,200,174,-260.000000,9.015467,0.000000,-250.984533
10288,200,173,-270.000000,8.957867,-23.437500,-284.479633
10289,200,173,-270.000000,8.900267,0.000000,-261.099733
10290,200,173,-270.000000,8.842667,0.000000,-261.157333
10291,200,173,-270.000000,8.785067,0.000000,-261.214933
10292,200,173,-270.000000,8.727467,0.000000,-261.272533
10293,200,178,-220.000000,8.680533,117.187500,-94.131967
10294,200,178,-220.000000,8.633600,0.000000,-211.366400
10295,200,178,-220.000000,8.586667,0.000000,-211.413333
10296,200,178,-220.000000,8.539733,0.000000,-211.460267
10297,200,178,-220.000000,8.492800,0.000000,-211.507200
10298,200,180,-200.000000,8.450133,46.875000,-144.674867
10299,200,180,-200.000000,8.407467,0.000000,-191.592533
10300,200,180,-200.000000,8.364800,0.000000,-191.635200
10301,200,180,-200.000000,8.322133,0.000000,-191.677867
10302,200,180,-200.000000,8.279467,0.000000,-191.720533
10303,200,182,-180.000000,8.241067,46.875000,-124.883933
10304,200,182,-180.000000,8.202667,0.000000,-171.797333
10305,200,182,-180.000000,8.164267,0.000000,-171.835733
10306,200,182,-180.000000,8.125867,0.000000,-171.874133
10307,200,182,-180.000000,8.087467,0.000000,-171.912533
10308,200,179,-210.000000,8.042667,-70.312500,-272.269833
10309,200,179,-210.000000,7.997867,0.000000,-202.002133
10310,200,179,-210.000000,7.953067,0.000000,-202.046933
10311,200,179,-210.000000,7.908267,0.000000,-202.091733
10312,200,187,-130.000000,7.880533,187.500000,65.380533
10313,200,187,-130.000000,7.852800,0.000000,-122.147200
10314,200,187,-130.000000,7.825067,0.000000,-122.174933
10315,200,187,-130.000000,7.797333,0.000000,-122.202667
10316,200,187,-130.000000,7.769600,0.000000,-122.230400
10317,200,196,-40.000000,7.761067,210.937500,178.698567
10318,200,196,-40.000000,7.752533,0.000000,-32.247467
10319,200,196,-40.000000,7.744000,0.000000,-32.256000
10320,200,196,-40.000000,7.735467,0.000000,-32.264533
10321,200,196,-40.000000,7.726933,0.000000,-32.273067
10322,200,188,-120.000000,7.701333,-187.500000,-299.798667
10323,200,188,-120.000000,7.675733,0.000000,-112.324267
10324,200,188,-120.000000,7.650133,0.000000,-112.349867
10325,200,188,-120.000000,7.624533,0.000000,-112.375467
10326,200,188,-120.000000,7.598933,0.000000,-112.401067
10327,200,199,-10.000000,7.596800,257.812500,255.409300
10328,200,199,-10.000000,7.594667,0.000000,-2.405333
10329,200,199,-10.000000,7.592533,0.000000,-2.407467
10330,200,199,-10.000000,7.590400,0.000000,-2.409600
10331,200,199,-10.000000,7.588267,0.000000,-2.411733
10332,200,201,10.000000,7.590400,46.875000,64.465400
10333,200,201,10.000000,7.592533,0.000000,17.592533
10334,200,201,10.000000,7.594667,0.000000,17.594667
10335,200,201,10.000000,7.596800,0.000000,17.596800
10336,200,201,10.000000,7.598933,0.000000,17.598933
10337,200,209,90.000000,7.618133,187.500000,285.118133
10338,200,209,90.000000,7.637333,0.000000,97.637333
10339,200,209,90.000000,7.656533,0.000000,97.656533
10340,200,209,90.000000,7.675733,0.000000,97.675733
10341,200,209,90.000000,7.694933,0.000000,97.694933
10342,200,211,110.000000,7.718400,46.875000,164.593400
10343,200,211,110.000000,7.741867,0.000000,117.741867
10344,200,211,110.000000,7.765333,0.000000,117.765333
10345,200,211,110.000000,7.788800,0.000000,117.788800
10346,200,211,110.000000,7.812267,0.000000,117.812267
10347,200,202,20.000000,7.816533,-210.937500,-183.120967
10348,200,202,20.000000,7.820800,0.000000,27.820800
10349,200,202,20.000000,7.825067,0.000000,27.825067
10350,200,202,20.000000,7.829333,0.000000,27.829333
10351,200,207,70.000000,7.844267,117.187500,195.031767
10352,200,207,70.000000,7.859200,0.000000,77.859200
10353,200,207,70.000000,7.874133,0.000000,77.874133
10354,200,207,70.000000,7.889067,0.000000,77.889067
10355,200,207,70.000000,7.904000,0.000000,77.904000
10356,200,199,-10.000000,7.901867,-187.500000,-189.598133
10357,200,199,-10.000000,7.899733,0.000000,-2.100267
10358,200,199,-10.000000,7.897600,0.000000,-2.102400
10359,200,199,-10.000000,7.895467,0.000000,-2.104533
10360,200,199,-10.000000,7.893333,0.000000,-2.106667
10361,200,199,-10.000000,7.891200,0.000000,-2.108800
10362,200,199,-10.000000,7.889067,0.000000,-2.110933
10363,200,199,-10.000000,7.886933,0.000000,-2.113067
10364,200,199,-10.000000,7.884800,0.000000,-2.115200
10365,200,199,-10.000000,7.882667,0.000000,-2.117333
10366,200,198,-20.000000,7.878400,-23.437500,-35.559100
10367,200,198,-20.000000,7.874133,0.000000,-12.125867
10368,200,198,-20.000000,7.869867,0.000000,-12.130133
10369,200,198,-20.000000,7.865600,0.000000,-12.134400
10370,200,198,-20.000000,7.861333,0.000000,-12.138667
10371,200,196,-40.000000,7.852800,-46.875000,-79.022200
10372,200,196,-40.000000,7.844267,0.000000,-32.155733
10373,200,196,-40.000000,7.835733,0.000000,-32.164267
10374,200,196,-40.000000,7.827200,0.000000,-32.172800
10375,200,196,-40.000000,7.818667,0.000000,-32.181333
10376,200,195,-50.000000,7.808000,-23.437500,-65.629500
10377,200,195,-50.000000,7.797333,0.000000,-42.202667
10378,200,195,-50.000000,7.786667,0.000000,-42.213333
10379,200,195,-50.000000,7.776000,0.000000,-42.224000
10380,200,195,-50.000000,7.765333,0.000000,-42.234667
10381,200,199,-10.000000,7.763200,93.750000,91.513200
10382,200,199,-10.000000,7.761067,0.000000,-2.238933
10383,200,199,-10.000000,7.758933,0.000000,-2.241067
10384,200,199,-10.000000,7.756800,0.000000,-2.243200
10385,200,201,10.000000,7.758933,46.875000,64.633933
10386,200,201,10.000000,7.761067,0.000000,17.761067
10387,200,201,10.000000,7.763200,0.000000,17.763200
10388,200,201,10.000000,7.765333,0.000000,17.765333
10389,200,201,10.000000,7.767467,0.000000,17.767467
10390,200,199,-10.000000,7.765333,-46.875000,-49.109667
10391,200,199,-10.000000,7.763200,0.000000,-2.236800
10392,200,199,-10.000000,7.761067,0.000000,-2.238933
10393,200,199,-10.000000,7.758933,0.000000,-2.241067
10394,200,199,-10.000000,7.756800,0.000000,-2.243200
10395,200,198,-20.000000,7.752533,-23.437500,-35.684967
10396,200,198,-20.000000,7.748267,0.000000,-12.251733
10397,200,198,-20.000000,7.744000,0.000000,-12.256000
10398,200,198,-20.000000,7.739733,0.000000,-12.260267
10399,200,198,-20.000000,7.735467,0.000000,-12.264533
10400,200,194,-60.000000,7.722667,-93.750000,-146.027333
10401,200,194,-60.000000,7.709867,0.000000,-52.290133
10402,200,194,-60.000000,7.697067,0.000000,-52.302933
10403,200,194,-60.000000,7.684267,0.000000,-52.315733
10404,200,194,-60.000000,7.671467,0.000000,-52.328533
10405,200,192,-80.000000,7.654400,-46.875000,-119.220600
10406,200,192,-80.000000,7.637333,0.000000,-72.362667
10407,200,192,-80.000000,7.620267,0.000000,-72.379733
10408,200,192,-80.000000,7.603200,0.000000,-72.396800
10409,200,192,-80.000000,7.586133,0.000000,-72.413867
10410,200,196,-40.000000,7.577600,93.750000,61.327600
10411,200,196,-40.000000,7.569067,0.000000,-32.430933
10412,200,196,-40.000000,7.560533,0.000000,-32.439467
10413,200,196,-40.000000,7.552000,0.000000,-32.448000
10414,200,196,-40.000000,7.543467,0.000000,-32.456533
10415,200,191,-90.000000,7.524267,-117.187500,-199.663233
10416,200,191,-90.000000,7.505067,0.000000,-82.494933
10417,200,191,-90.000000,7.485867,0.000000,-82.514133
10418,200,191,-90.000000,7.466667,0.000000,-82.533333
10419,200,191,-90.000000,7.447467,0.000000,-82.552533
10420,200,193,-70.000000,7.432533,46.875000,-15.692467
10421,200,193,-70.000000,7.417600,0.000000,-62.582400
10422,200,193,-70.000000,7.402667,0.000000,-62.597333
10423,200,193,-70.000000,7.387733,0.000000,-62.612267
10424,200,192,-80.000000,7.370667,-23.437500,-96.066833
10425,200,192,-80.000000,7.353600,0.000000,-72.646400
10426,200,192,-80.000000,7.336533,0.000000,-72.663467
10427,200,192,-80.000000,7.319467,0.000000,-72.680533
10428,200,192,-80.000000,7.302400,0.000000,-72.697600
10429,200,198,-20.000000,7.298133,140.625000,127.923133
10430,200,198,-20.000000,7.293867,0.000000,-12.706133
10431,200,198,-20.000000,7.289600,0.000000,-12.710400
10432,200,198,-20.000000,7.285333,0.000000,-12.714667
10433,200,198,-20.000000,7.281067,0.000000,-12.718933
10434,200,196,-40.000000,7.272533,-46.875000,-79.602467
10435,200,196,-40.000000,7.264000,0.000000,-32.736000
10436,200,196,-40.000000,7.255467,0.000000,-32.744533
10437,200,196,-40.000000,7.246933,0.000000,-32.753067
10438,200,196,-40.000000,7.238400,0.000000,-32.761600
10439,200,192,-80.000000,7.221333,-93.750000,-166.528667
10440,200,192,-80.000000,7.204267,0.000000,-72.795733
10441,200,192,-80.000000,7.187200,0.000000,-72.812800
10442,200,192,-80.000000,7.170133,0.000000,-72.829867
10443,200,192,-80.000000,7.153067,0.000000,-72.846933
10444,200,192,-80.000000,7.136000,0.000000,-72.864000
10445,200,192,-80.000000,7.118933,0.000000,-72.881067
10446,200,192,-80.000000,7.101867,0.000000,-72.898133
10447,200,192,-80.000000,7.084800,0.000000,-72.915200
10448,200,192,-80.000000,7.067733,0.000000,-72.932267
10449,200,200,0.000000,7.067733,187.500000,194.567733
10450,200,200,0.000000,7.067733,0.000000,7.067733
10451,200,200,0.000000,7.067733,0.000000,7.067733
10452,200,200,0.000000,7.067733,0.000000,7.067733
10453,200,200,0.000000,7.067733,0.000000,7.067733
10454,200,192,-80.000000,7.050667,-187.500000,-260.449333
10455,200,192,-80.000000,7.033600,0.000000,-72.966400
10456,200,192,-80.000000,7.016533,0.000000,-72.983467
10457,200,192,-80.000000,6.999467,0.000000,-73.000533
10458,200,192,-80.000000,6.982400,0.000000,-73.017600
10459,200,200,0.000000,6.982400,187.500000,194.482400
10460,200,200,0.000000,6.982400,0.000000,6.982400
10461,200,200,0.000000,6.982400,0.000000,6.982400
10462,200,200,0.000000,6.982400,0.000000,6.982400
10463,200,201,10.000000,6.984533,23.437500,40.422033
10464,200,201,10.000000,6.986667,0.000000,16.986667
10465,200,201,10.000000,6.988800,0.000000,16.988800
10466,200,201,10.000000,6.990933,0.000000,16.990933
10467,200,201,10.000000,6.993067,0.000000,16.993067
10468,200,212,120.000000,7.018667,257.812500,384.831167
10469,200,212,120.000000,7.044267,0.000000,127.044267
10470,200,212,120.000000,7.069867,0.000000,127.069867
10471,200,212,120.000000,7.095467,0.000000,127.095467
10472,200,212,120.000000,7.121067,0.000000,127.121067
10473,200,205,50.000000,7.131733,-164.062500,-106.930767
10474,200,205,50.000000,7.142400,0.000000,57.142400
10475,200,205,50.000000,7.153067,0.000000,57.153067
10476,200,205,50.000000,7.163733,0.000000,57.163733
10477,200,205,50.000000,7.174400,0.000000,57.174400
10478,200,201,10.000000,7.176533,-93.750000,-76.573467
10479,200,201,10.000000,7.178667,0.000000,17.178667
10480,200,201,10.000000,7.180800,0.000000,17.180800
10481,200,201,10.000000,7.182933,0.000000,17.182933
10482,200,201,10.000000,7.185067,0.000000,17.185067
10483,200,206,60.000000,7.197867,117.187500,184.385367
10484,200,206,60.000000,7.210667,0.000000,67.210667
10485,200,206,60.000000,7.223467,0.000000,67.223467
10486,200,206,60.000000,7.236267,0.000000,67.236267
10487,200,206,60.000000,7.249067,0.000000,67.249067
10488,200,203,30.000000,7.255467,-70.312500,-33.057033
10489,200,203,30.000000,7.261867,0.000000,37.261867
10490,200,203,30.000000,7.268267,0.000000,37.268267
10491,200,203,30.000000,7.274667,0.000000,37.274667
10492,200,203,30.000000,7.281067,0.000000,37.281067
10493,200,209,90.000000,7.300267,140.625000,237.925267
10494,200,209,90.000000,7.319467,0.000000,97.319467
10495,200,209,90.000000,7.338667,0.000000,97.338667
10496,200,209,90.000000,7.357867,0.000000,97.357867
10497,200,209,90.000000,7.377067,0.000000,97.377067
10498,200,205,50.000000,7.387733,-93.750000,-36.362267
10499,200,205,50.000000,7.398400,0.000000,57.398400
10500,150,205,550.000000,7.515733,1171.875000,1729.390733
10501,150,205,550.000000,7.633067,0.000000,557.633067
10502,150,207,570.000000,7.754667,46.875000,624.629667
10503,150,207,570.000000,7.876267,0.000000,577.876267
10504,150,207,570.000000,7.997867,0.000000,577.997867
10505,150,207,570.000000,8.119467,0.000000,578.119467
10506,150,207,570.000000,8.241067,0.000000,578.241067
10507,150,206,560.000000,8.360533,-23.437500,544.923033
10508,150,206,560.000000,8.480000,0.000000,568.480000
10509,150,206,560.000000,8.599467,0.000000,568.599467
10510,150,206,560.000000,8.718933,0.000000,568.718933
10511,150,206,560.000000,8.838400,0.000000,568.838400
10512,150,227,770.000000,9.002667,492.187500,1271.190167
10513,150,227,770.000000,9.166933,0.000000,779.166933
10514,150,227,770.000000,9.331200,0.000000,779.331200
10515,150,227,770.000000,9.495467,0.000000,779.495467
10516,150,227,770.000000,9.659733,0.000000,779.659733
10517,150,208,580.000000,9.783467,-445.312500,144.470967
10518,150,208,580.000000,9.907200,0.000000,589.907200
10519,150,208,580.000000,10.030933,0.000000,590.030933
10520,150,208,580.000000,10.154667,0.000000,590.154667
10521,150,208,580.000000,10.278400,0.000000,590.278400
10522,150,205,550.000000,10.395733,-70.312500,490.083233
10523,150,205,550.000000,10.513067,0.000000,560.513067
10524,150,205,550.000000,10.630400,0.000000,560.630400
10525,150,205,550.000000,10.747733,0.000000,560.747733
10526,150,205,550.000000,10.865067,0.000000,560.865067
10527,150,192,420.000000,10.954667,-304.687500,126.267167
10528,150,192,420.000000,11.044267,0.000000,431.044267
10529,150,192,420.000000,11.133867,0.000000,431.133867
10530,150,192,420.000000,11.223467,0.000000,431.223467
10531,150,192,420.000000,11.313067,0.000000,431.313067
10532,150,198,480.000000,11.415467,140.625000,632.040467
10533,150,198,480.000000,11.517867,0.000000,491.517867
10534,150,198,480.000000,11.620267,0.000000,491.620267
10535,150,198,480.000000,11.722667,0.000000,491.722667
10536,150,183,330.000000,11.793067,-351.562500,-9.769433
10537,150,183,330.000000,11.863467,0.000000,341.863467
10538,150,183,330.000000,11.933867,0.000000,341.933867
10539,150,183,330.000000,12.004267,0.000000,342.004267
10540,150,183,330.000000,12.074667,0.000000,342.074667
10541,150,173,230.000000,12.123733,-234.375000,7.748733
10542,150,173,230.000000,12.172800,0.000000,242.172800
10543,150,173,230.000000,12.221867,0.000000,242.221867
10544,150,173,230.000000,12.270933,0.000000,242.270933
10545,150,173,230.000000,12.320000,0.000000,242.320000
10546,150,164,140.000000,12.349867,-210.937500,-58.587633
10547,150,164,140.000000,12.379733,0.000000,152.379733
10548,150,164,140.000000,12.409600,0.000000,152.409600
10549,150,164,140.000000,12.439467,0.000000,152.439467
10550,150,164,140.000000,12.469333,0.000000,152.469333
10551,150,163,130.000000,12.497067,-23.437500,119.059567
10552,150,163,130.000000,12.524800,0.000000,142.524800
10553,150,163,130.000000,12.552533,0.000000,142.552533
10554,150,163,130.000000,12.580267,0.000000,142.580267
10555,150,163,130.000000,12.608000,0.000000,142.608000
10556,150,158,80.000000,12.625067,-117.187500,-24.562433
10557,150,158,80.000000,12.642133,0.000000,92.642133
10558,150,158,80.000000,12.659200,0.000000,92.659200
10559,150,158,80.000000,12.676267,0.000000,92.676267
10560,150,158,80.000000,12.693333,0.000000,92.693333
10561,150,157,70.000000,12.708267,-23.437500,59.270767
10562,150,157,70.000000,12.723200,0.000000,82.723200
10563,150,157,70.000000,12.738133,0.000000,82.738133
10564,150,157,70.000000,12.753067,0.000000,82.753067
10565,150,157,70.000000,12.768000,0.000000,82.768000
10566,150,155,50.000000,12.778667,-46.875000,15.903667
10567,150,155,50.000000,12.789333,0.000000,62.789333
10568,150,155,50.000000,12.800000,0.000000,62.800000
10569,150,155,50.000000,12.810667,0.000000,62.810667
10570,150,155,50.000000,12.821333,0.000000,62.821333
10571,150,155,50.000000,12.832000,0.000000,62.832000
10572,150,155,50.000000,12.842667,0.000000,62.842667
10573,150,155,50.000000,12.853333,0.000000,62.853333
10574,150,155,50.000000,12.864000,0.000000,62.864000
10575,150,151,10.000000,12.866133,-93.750000,-70.883867
10576,150,151,10.000000,12.868267,0.000000,22.868267
10577,150,151,10.000000,12.870400,0.000000,22.870400
10578,150,151,10.000000,12.872533,0.000000,22.872533
10579,150,151,10.000000,12.874667,0.000000,22.874667
10580,150,150,0.000000,12.874667,-23.437500,-10.562833
10581,150,150,0.000000,12.874667,0.000000,12.874667
10582,150,150,0.000000,12.874667,0.000000,12.874667
10583,150,150,0.000000,12.874667,0.000000,12.874667
10584,150,150,0.000000,12.874667,0.000000,12.874667
10585,150,150,0.000000,12.874667,0.000000,12.874667
10586,150,150,0.000000,12.874667,0.000000,12.874667
10587,150,150,0.000000,12.874667,0.000000,12.874667
10588,150,150,0.000000,12.874667,0.000000,12.874667
10589,150,150,0.000000,12.874667,0.000000,12.874667
10590,150,154,40.000000,12.883200,93.750000,146.633200
10591,150,154,40.000000,12.891733,0.000000,52.891733
10592,150,154,40.000000,12.900267,0.000000,52.900267
10593,150,154,40.000000,12.908800,0.000000,52.908800
10594,150,154,40.000000,12.917333,0.000000,52.917333
10595,150,152,20.000000,12.921600,-46.875000,-13.953400
10596,150,152,20.000000,12.925867,0.000000,32.925867
10597,150,152,20.000000,12.930133,0.000000,32.930133
10598,150,152,20.000000,12.934400,0.000000,32.934400
10599,150,152,20.000000,12.938667,0.000000,32.938667
10600,150,152,20.000000,12.942933,0.000000,32.942933
10601,150,152,20.000000,12.947200,0.000000,32.947200
10602,150,152,20.000000,12.951467,0.000000,32.951467
10603,150,152,20.000000,12.955733,0.000000,32.955733
10604,150,152,20.000000,12.960000,0.000000,32.960000
10605,150,152,20.000000,12.964267,0.000000,32.964267
10606,150,152,20.000000,12.968533,0.000000,32.968533
10607,150,152,20.000000,12.972800,0.000000,32.972800
10608,150,152,20.000000,12.977067,0.000000,32.977067
10609,150,152,20.000000,12.981333,0.000000,32.981333
10610,150,148,-20.000000,12.977067,-93.750000,-100.772933
10611,150,148,-20.000000,12.972800,0.000000,-7.027200
10612,150,148,-20.000000,12.968533,0.000000,-7.031467
10613,150,148,-20.000000,12.964267,0.000000,-7.035733
10614,150,151,10.000000,12.966400,70.312500,93.278900
10615,150,151,10.000000,12.968533,0.000000,22.968533
10616,150,151,10.000000,12.970667,0.000000,22.970667
10617,150,151,10.000000,12.972800,0.000000,22.972800
10618,150,151,10.000000,12.974933,0.000000,22.974933
10619,150,151,10.000000,12.977067,0.000000,22.977067
10620,150,151,10.000000,12.979200,0.000000,22.979200
10621,150,151,10.000000,12.981333,0.000000,22.981333
10622,150,151,10.000000,12.983467,0.000000,22.983467
10623,150,151,10.000000,12.985600,0.000000,22.985600
10624,150,149,-10.000000,12.983467,-46.875000,-43.891533
10625,150,149,-10.000000,12.981333,0.000000,2.981333
10626,150,149,-10.000000,12.979200,0.000000,2.979200
10627,150,149,-10.000000,12.977067,0.000000,2.977067
10628,150,149,-10.000000,12.974933,0.000000,2.974933
10629,150,152,20.000000,12.979200,70.312500,103.291700
10630,150,152,20.000000,12.983467,0.000000,32.983467
10631,150,152,20.000000,12.987733,0.000000,32.987733
10632,150,152,20.000000,12.992000,0.000000,32.992000
10633,150,152,20.000000,12.996267,0.000000,32.996267
10634,150,149,-10.000000,12.994133,-70.312500,-67.318367
10635,150,149,-10.000000,12.992000,0.000000,2.992000
10636,150,149,-10.000000,12.989867,0.000000,2.989867
10637,150,149,-10.000000,12.987733,0.000000,2.987733
10638,150,149,-10.000000,12.985600,0.000000,2.985600
10639,150,152,20.000000,12.989867,70.312500,103.302367
10640,150,152,20.000000,12.994133,0.000000,32.994133
10641,150,152,20.000000,12.998400,0.000000,32.998400
10642,150,152,20.000000,13.002667,0.000000,33.002667
10643,150,152,20.000000,13.006933,0.000000,33.006933
10644,150,151,10.000000,13.009067,-23.437500,-0.428433
10645,150,151,10.000000,13.011200,0.000000,23.011200
10646,150,151,10.000000,13.013333,0.000000,23.013333
10647,150,151,10.000000,13.015467,0.000000,23.015467
10648,150,148,-20.000000,13.011200,-70.312500,-77.301300
10649,150,148,-20.000000,13.006933,0.000000,-6.993067
10650,150,148,-20.000000,13.002667,0.000000,-6.997333
10651,150,148,-20.000000,12.998400,0.000000,-7.001600
10652,150,148,-20.000000,12.994133,0.000000,-7.005867
10653,150,149,-10.000000,12.992000,23.437500,26.429500
10654,150,149,-10.000000,12.989867,0.000000,2.989867
10655,150,149,-10.000000,12.987733,0.000000,2.987733
10656,150,149,-10.000000,12.985600,0.000000,2.985600
10657,150,149,-10.000000,12.983467,0.000000,2.983467
10658,150,146,-40.000000,12.974933,-70.312500,-97.337567
10659,150,146,-40.000000,12.966400,0.000000,-27.033600
10660,150,146,-40.000000,12.957867,0.000000,-27.042133
10661,150,146,-40.000000,12.949333,0.000000,-27.050667
10662,150,146,-40.000000,12.940800,0.000000,-27.059200
10663,150,150,0.000000,12.940800,93.750000,106.690800
10664,150,150,0.000000,12.940800,0.000000,12.940800
10665,150,150,0.000000,12.940800,0.000000,12.940800
10666,150,150,0.000000,12.940800,0.000000,12.940800
10667,150,150,0.000000,12.940800,0.000000,12.940800
10668,150,149,-10.000000,12.938667,-23.437500,-20.498833
10669,150,149,-10.000000,12.936533,0.000000,2.936533
10670,150,149,-10.000000,12.934400,0.000000,2.934400
10671,150,149,-10.000000,12.932267,0.000000,2.932267
10672,150,149,-10.000000,12.930133,0.000000,2.930133
10673,150,151,10.000000,12.932267,46.875000,69.807267
10674,150,151,10.000000,12.934400,0.000000,22.934400
10675,150,151,10.000000,12.936533,0.000000,22.936533
10676,150,151,10.000000,12.938667,0.000000,22.938667
10677,150,151,10.000000,12.940800,0.000000,22.940800
10678,150,152,20.000000,12.945067,23.437500,56.382567
10679,150,152,20.000000,12.949333,0.000000,32.949333
10680,150,152,20.000000,12.953600,0.000000,32.953600
10681,150,152,20.000000,12.957867,0.000000,32.957867
10682,150,152,20.000000,12.962133,0.000000,32.962133
10683,150,149,-10.000000,12.960000,-70.312500,-67.352500
10684,150,149,-10.000000,12.957867,0.000000,2.957867
10685,150,149,-10.000000,12.955733,0.000000,2.955733
10686,150,149,-10.000000,12.953600,0.000000,2.953600
10687,150,149,-10.000000,12.951467,0.000000,2.951467
10688,150,152,20.000000,12.955733,70.312500,103.268233
10689,150,152,20.000000,12.960000,0.000000,32.960000
10690,150,152,20.000000,12.964267,0.000000,32.964267
10691,150,152,20.000000,12.968533,0.000000,32.968533
10692,150,148,-20.000000,12.964267,-93.750000,-100.785733
10693,150,148,-20.000000,12.960000,0.000000,-7.040000
10694,150,148,-20.000000,12.955733,0.000000,-7.044267
10695,150,148,-20.000000,12.951467,0.000000,-7.048533
10696,150,148,-20.000000,12.947200,0.000000,-7.052800
10697,150,151,10.000000,12.949333,70.312500,93.261833
10698,150,151,10.000000,12.951467,0.000000,22.951467
10699,150,151,10.000000,12.953600,0.000000,22.953600
10700,150,151,10.000000,12.955733,0.000000,22.955733
10701,150,151,10.000000,12.957867,0.000000,22.957867
10702,150,149,-10.000000,12.955733,-46.875000,-43.919267
10703,150,149,-10.000000,12.953600,0.000000,2.953600
10704,150,149,-10.000000,12.951467,0.000000,2.951467
10705,150,149,-10.000000,12.949333,0.000000,2.949333
10706,150,149,-10.000000,12.947200,0.000000,2.947200
10707,150,151,10.000000,12.949333,46.875000,69.824333
10708,150,151,10.000000,12.951467,0.000000,22.951467
10709,150,151,10.000000,12.953600,0.000000,22.953600
10710,150,151,10.000000,12.955733,0.000000,22.955733
10711,150,151,10.000000,12.957867,0.000000,22.957867
10712,150,149,-10.000000,12.955733,-46.875000,-43.919267
10713,150,149,-10.000000,12.953600,0.000000,2.953600
10714,150,149,-10.000000,12.951467,0.000000,2.951467
10715,150,149,-10.000000,12.949333,0.000000,2.949333
10716,150,149,-10.000000,12.947200,0.000000,2.947200
10717,150,151,10.000000,12.949333,46.875000,69.824333
10718,150,151,10.000000,12.951467,0.000000,22.951467
10719,150,151,10.000000,12.953600,0.000000,22.953600
10720,150,151,10.000000,12.955733,0.000000,22.955733
10721,150,151,10.000000,12.957867,0.000000,22.957867
10722,150,152,20.000000,12.962133,23.437500,56.399633
10723,150,152,20.000000,12.966400,0.000000,32.966400
10724,150,152,20.000000,12.970667,0.000000,32.970667
10725,150,152,20.000000,12.974933,0.000000,32.974933
10726,150,152,20.000000,12.979200,0.000000,32.979200
10727,150,150,0.000000,12.979200,-46.875000,-33.895800
10728,150,150,0.000000,12.979200,0.000000,12.979200
10729,150,150,0.000000,12.979200,0.000000,12.979200
10730,150,150,0.000000,12.979200,0.000000,12.979200
10731,150,150,0.000000,12.979200,0.000000,12.979200
10732,150,150,0.000000,12.979200,0.000000,12.979200
10733,150,150,0.000000,12.979200,0.000000,12.979200
10734,150,150,0.000000,12.979200,0.000000,12.979200
10735,150,150,0.000000,12.979200,0.000000,12.979200
10736,150,149,-10.000000,12.977067,-23.437500,-20.460433
10737,150,149,-10.000000,12.974933,0.000000,2.974933
10738,150,149,-10.000000,12.972800,0.000000,2.972800
10739,150,149,-10.000000,12.970667,0.000000,2.970667
10740,150,149,-10.000000,12.968533,0.000000,2.968533
10741,150,154,40.000000,12.977067,117.187500,170.164567
10742,150,154,40.000000,12.985600,0.000000,52.985600
10743,150,154,40.000000,12.994133,0.000000,52.994133
10744,150,154,40.000000,13.002667,0.000000,53.002667
10745,150,154,40.000000,13.011200,0.000000,53.011200
10746,150,150,0.000000,13.011200,-93.750000,-80.738800
10747,150,150,0.000000,13.011200,0.000000,13.011200
10748,150,150,0.000000,13.011200,0.000000,13.011200
10749,150,150,0.000000,13.011200,0.000000,13.011200
10750,200,150,-500.000000,12.904533,-1171.875000,-1658.970467
10751,200,147,-530.000000,12.791467,-70.312500,-587.521033
10752,200,147,-530.000000,12.678400,0.000000,-517.321600
10753,200,147,-530.000000,12.565333,0.000000,-517.434667
10754,200,147,-530.000000,12.452267,0.000000,-517.547733
10755,200,147,-530.000000,12.339200,0.000000,-517.660800
10756,200,150,-500.000000,12.232533,70.312500,-417.454967
10757,200,150,-500.000000,12.125867,0.000000,-487.874133
10758,200,150,-500.000000,12.019200,0.000000,-487.980800
10759,200,150,-500.000000,11.912533,0.000000,-488.087467
10760,200,150,-500.000000,11.805867,0.000000,-488.194133
10761,200,153,-470.000000,11.705600,70.312500,-387.981900
10762,200,153,-470.000000,11.605333,0.000000,-458.394667
10763,200,153,-470.000000,11.505067,0.000000,-458.494933
